razon_social,nombre_producto,numero_autorizacion,especies_autorizadas
"Olibodegas, S.A.P.I. de C.V.",Red Force Inicio,A-7994-001,aves combate
"Olibodegas, S.A.P.I. de C.V.",Red Force Desarrollo,A-7994-002,aves combate
"Olibodegas, S.A.P.I. de C.V.",Red Force Emplume,A-7994-003,aves combate
"Olibodegas, S.A.P.I. de C.V.",Red Force Combate,A-7994-004,ave (combatte)
"Olibodegas, S.A.P.I. de C.V.",Red Force Reproductores,A-7994-005,ave (combatte)
"Olmix Mex, S. de R.L. de C.V.",Mt.X+,A-9553-001,"por, ave eng, ave rep, ave poned, patos, pavos, ovi, cap, bov. leche y carne"
"Olmix Mex, S. de R.L. de C.V.",Algadeite +,A-9553-003,"bov, ovi, cap, por, equi, ave, can, fel, lep"
"Olmix Mex, S. de R.L. de C.V.",Sealty Spark,A-9553-004,"ave eng, ave post, ave reemplazo, ave repro, bov carne, bov leche, por"
"Olmix Mex, S. de R.L. de C.V.",Algadeite G,A-9553-005,"aves, porcinos, bovinos de leche y carne, ovinos, caprinos, conejos, equinos, perros y gatos"
"Olmix Mex, S. de R.L. de C.V.",Algadeite Aa,A-9553-007,"aves, porcinos, bovinos de leche y carne, ovinos, caprinos, conejos, equinos, perros y gatos"
"Olmix Mex, S. de R.L. de C.V.",Algimun,A-9553-008,"aves, porcinos, bovinos de leche y carne, ovinos, caprinos, conejos, equinos, perros y gatos"
"Olmix Mex, S. R.L. de C.V.",Yes-Fix Mx,A-9553-009,"ave, por, bov, ovi, cap"
"Operadora de Ciudad Juarez, S. A. de C. V.",S*Mart Canino Razas Pequeñas Alimento Para Perros,A-0214-002,can
"Operadora de Ciudad Juarez, S. A. de C.V.",S*Mart Canino Cachorro Alimento Para Perros,A-0214-003,can
"Operadora de Ciudad Juárez, S.A. de C.V.",S*Mart Canino Alimento Para Perros,A-0214-014,can
"Operadora de Molinos, S. A. de C. V.",Kantek Adulto,A-0200-025,can
"Operadora de Molinos, S. A. de C. V.",Kantek Razas Pequeñas,A-0200-027,can
"Operadora de Molinos, S.A de C.V.",Petline Razas Pequeñas,A-0200-019,can
"Operadora de Molinos, S.A. de C.V.",Cat Line,A-0200-013,fel
"Operadora de Molinos, S.A. de C.V.",Pet Line Mantenimiento Económico,A-0200-016,can
"Operadora de Molinos, S.A. de C.V.",Gladiator Ini-Gallo,A-0200-021,aves pelea
"Operadora de Molinos, S.A. de C.V.",Gladiator Desarrollo,A-0200-022,aves pelea
"Operadora de Molinos, S.A. de C.V.",Lechero 18%,A-0200-023,bovinos de leche
"Operadora de Molinos, S.A. de C.V.",Kantek Activo,A-0200-028,can
"Operadora de Molinos, S.A. de C.V.",Pet Line Mantenimiento Plus,A-0200-029,can
"Operadora de Molinos, S.A. de C.V.",Kantek Felinos,A-0200-030,fel
"Operadora de Molinos, S.A. de C.V.",Pet Line Activo,A-200-001,can
"Operadora de Molinos, S.A. de C.V.",Pet Line Mantenimiento,A-200-016,can
"Operadora de Molinos, S.A. de C.V.",Alibal Perros,A-0200-018,perros
"Operadora de Molinos, S.A. de C.V.",Becerra Crecimiento,A-0200-020,bov (becerras)
"Operadora de Molinos, S.A. de C.V.",Kanek Veteranos,A-0200-031,sin dato
"Operadora de Suministro Alfa, S.A de C.V.",Sin Dato,A-9942-005,can
"Operadora de Suministros Alfa, S.A. de C.V.",Trainers Choice Alimento Humedo Para Perros,A-0282-007,can
"Operadora de Suministros Alfa, S.A. de C.V.",Alimento Humedo Para Perros Cachorros,A-9942-008,can
"Operadora de Suministros Alfa, S.A. de C.V.",Trainers Choice Alimento Humedo,A-9942-010,fel
"Operadora de Suministros Alfa, S.A. de C.V.",Trainers Choice,A-9942-011,fel
Optimizacion Pecuaria S.A. de C.V,Hepavex 200,Q-11228-001,"aves (engorda, postura, reproductoras), cerdos, bovinos (carne y leche), caprinos, ovinos, equinos"
"Orffa Nutricion Animal, S. de R.L.",Excential Beta-Key,A-1105-001,"aves, cerdos, bovinos de leche y carne, borregos, cabras, caballos"
"Orffa Nutricion Animal, S. de R.L.",Excential Energy Plus,A-1105-003,"aves, cerdos,"
"Orffa Nutricion Animal, S. de R.L.",Excential Butycoat,A-1105-004,"aves, cerdos, bovinos de leche y carne, borregos, cabras, caballos"
"Orffa Nutricion Animal, S. de R.L.",Excential Toxin Plus,A-1105-006,"por, ave, rum"
"Orffa Nutricion Animal, S. de R.L.",Excencial Toxina A,A-1105-007,"aves, cerdos, bovinos de leche y carne, borregos, cabras, caballos"
"Orrfa Nutricion Animal, S. de R.L.",Excential Buty90,A-1105-005,"ave eng, ave pos, por, bov lech, equ, can, fel, ovi, cap"
Oscar Salvador San German Alanis Y/O Go Puppy Milch,Go,A-11168-001,can
"P.B.Animal Health de Mexico, S. de R.L. de C.V.",Microlife Prime,A-0259-009,aditivo probiotico para el alimento
"P.B.Animal Health de Mexico, S. de R.L. de C.V.",Health Booster-Beef,A-0259-010,premezcla mineral-vitaminica medicada con oxitetraciclina para la elaboracion de alimento para bovinos de carne
"Paffa, S.A de C.V.",Progro-200,A-7704-016,"ave, por, bov"
"Paffa, S.A. de C.V",Biostat-L-40,A-7704-002,"por, aves, pavos, bov, ovi, capri, equi, conejos"
"Paffa, S.A. de C.V.",Biostat-L 50,A-7704-001,"fungicida y fungistatico, inhibidor de hongos, levaduras y bacterias"
"Paffa, S.A. de C.V.",Suprimix,A-7704-010,"por, ave reproductora, ave eng, ave pos, pavo, bov, cap, ovi, lep y equ"
"Paffa, S.A. de C.V.",Biostat-L ®,A-7704-019,"fungicida y fungistatico, inhibidor de hongos, levaduras y bacterias"
"Pancosma Mexico, S.A. de C.V.",Nexulin,A-0660-025,sin dato
"Pancosma Mexico, S.A. de C.V.",Nexulin Fm,A-0660-026,bov
"Pancosma Mexico, S.A. de C.V.",Xtract Nature,A-0660-027,sin dato
"Pancosma Mexico, S.A. de C.V.",Nextend,A-0660-028,sin dato
"Pancosma Mexico, S.A. de C.V.",Nexulin Px Code N60-3301,A-0660-030,bov
"Pancosma Mexico, S.A. de C.V.",Xtract,A-0660-19,sin dato
Pastas E Insumos de Occidente Sa de Cv,Felicat,A-9157-011,fel
Pastas E Insumos de Occidente Sa de Cv,Macareno,A-9157-014,can (adultos)
"Pastas E Insumos de Occidente, S.A. de C.V.",Grateful Junior,A-9157-005,alimento para perros
"Pastas E Insumos de Occidente, S.A. de C.V.",Grateful Razas Pequeñas,A-9157-006,can
"Pastas E Insumos de Occidente, S.A. de C.V.",Shaggy Cachorro,A-9157-007,can
"Pastas E Insumos de Occidente, S.A. de C.V.",Alpha Nutrition,A-9157-008,alimento para perros
"Pastas E Insumos de Occidente, S.A. de C.V.",Alpha Nutrition Cachorros,A-9157-009,can
"Pastas E Insumos de Occidente, S.A. de C.V.",Maquila 16-6,A-9157-017,sin dato
"Pastas E Insumos de Occidente, S.A. de C.V.",Maquila 18-8,A-9157-018,sin dato
"Pastas E Insumos de Occidente, S.A. de C.V.",Grateful,A-9157-101,sin dato
"Pastas E Insumos de Occidente, S.A. de C.V.",Felicat,A-9157-102,sin dato
"Pastas E Insumos de Occidente, S.A. de C.V.",Grateful,A-9157-012,sin dato
"Pb Animal Health de Mexico, S. de R.L. de C.V.",Phibro Dairy Premix,A-0259-006,premezcla mineral medicada para bovinos lecheros
"Pb Animal Health de Mexico, S. de R.L. de C.V.",Export-Mix Plus,A-0259-007,premezcla mineral medicada para bovinos productores de carne
"Pb Animal Health de Mexico, S. de R.L. de C.V.",Starter-Mix,A-0259-008,premezcla mineral medicada para bovinos lecheros
"Pb Animal Health de México, S. de R.L. de C.V.",Astra Ben 20A (Ab20 A),A-0259-002,sin dato
"Pb Animal Health de Mexico, S.A. de C.V.",Provia 6086,A-0259-005,uso en el alimento para animales
Pecuarius Laboratorios,Pecdetox Pro,A-2782-125,"avi, por, bov, equi"
Pecuarius Laboratorios S.A de C.V.,Pectriacid H2O,A-2782-127,"ave eng, ave pos, por."
"Pecuarius Laboratorios, S.A. de C.V.",Pectriacid,A-2782-107,"aves, por"
"Pecuarius Laboratorios, S.A. de C.V.",Pecbiacid,A-2782-108,can
"Pecuarius Laboratorios, S.A. de C.V.",Pecdetox,A-2782-109,"ave eng, ave post, por, ovi, cap, bov. leche, bov. carne"
"Pecuarius Laboratorios, S.A. de C.V.",Pecmitox,A-2782-121,fabricacion de alimento
"Pecuarius Laboratorios, S.A. de C.V.",Pecformin Polvo,A-2782-123,fungicida y fungistato para el alimento
"Pecuarius Laboratorios, S.A. de C.V.",Pecformin Pro,A-2782-124,"aves repr., progen., crianza, psot., eng., comb.; por, bov."
"Pecuarius Laboratorios, S.A. de C.V.",Pecformet,A-2782-126,"aves, cer, pavos"
"Pet Class, S.A. de C.V.",Pet Class Original Adulto,A-10281-001,can
"Pet Class, S.A. de C.V.",Pet Class Super Premium Adulto,A-10281-002,can
"Pet Class, S.A. de C.V.",Pet Class Premium Adulto,A-10281-003,can
"Pet Class, S.A. de C.V.",Pet Class Holistic Adulto Razas Pequeñas,A-10281-004,can
"Pet Class, S.A. de C.V.",Pet Class Holistico Senior,A-10281-005,can
"Pet Class, S.A. de C.V.",Pet Clas Holistic Cachorro,A-10281-006,can
"Pet Class, S.A. de C.V.",Pet Class Cachorros y Madres,A-10281-007,can
"Pet Class, S.A. de C.V.",Pet Class,A-10281-008,can
"Pet Foods, S.A. de C.V.",5M08-Mazuri Ferret Diet,A-8003-021,alimento completo para hurones
"Pet Foods, S.A. de C.V.",Mazuri Small Bird Maintenance 56A6,A-8003-022,pequeños psitácido (etapa de mantenimiento)
"Pet Foods, S.A. de C.V.",Mazuri Parrot Maintenance 56A8,A-8003-023,grandes psitácidos (en etapa de mantenimiento)
"Pet Foods, S.A. de C.V.",56A9 - Mazuri Parrot Breeder,A-8003-024,grandes psitacidos
"Pet Foods, S.A. de C.V.",5646-Mazuri Crane Diet; Crane Diet; 5644-Mazuri Flamingo Complete Diet; 5642; 5640,A-8003-025,"alimento completo para grullas, patos y flamingos en etapa de mantenimiento"
"Pet Foods, S.A. de C.V.",5645-Mazuri Flamingo Breeder Diet,A-8003-026,alimento completo para flamingos en etapa de reproduccion
"Pet Foods, S.A. de C.V.",Mazuri Zulife Soft-Bill Diet 5M12,A-8003-027,tucanes y minas (y en los casos que se requiera controlar la ingesta de hierro)
"Pet Foods, S.A. de C.V.",5Ma5-Mazuri New World Primate Biscuit; 5Ma5-Maz New World Primate; New World Primate Biscuit; 5Mi5-Mazuri Callitrichid Gel Diet; Mazuri 5Mi6; Mazuri 5Mf1; Mazuri 57R0; Mazuri 592Y,A-8003-028,alimento completo para primates de zoologico
"Pet Foods, S.A. de C.V.",5010-Autoclavable Roden Lab Diet,A-8003-029,alimento completo para roedores de laboratorio
"Pet Foods, S.A. de C.V.",5013-Rodent Breeder Diet,A-8003-030,"ratas, ratones y hamster"
"Pet Foods, S.A. de C.V.",5001-Rodent Lab Diet,A-8003-031,alimento completo para roedores de laboratorio
"Pet Foods, S.A. de C.V.",5053-Picolab Rodent Diet 20-Irradiated,A-8003-032,"ratas, ratones y hamster"
"Pet Foods, S.A. de C.V.",5058-Picolab Mouse 20-Irradiated,A-8003-033,alimento completo para ratones con altos requerimientos de energia
"Pet Foods, S.A. de C.V.",5025-Labdiet Guinea Pig Lab Diet; Labdiet Guinea Pig Lab Diet; Labdiet Guinea Pig; Guinea Pig Labdiet; Guinea Pig Diet,A-8003-034,alimento completo para cobayos
"Pet Foods, S.A. de C.V.",Prolab 2500 Rodent 5P14,A-8003-036,roedores (laboratorio)
"Pet Foods, S.A. de C.V.",5008-Formulab Diet,A-8003-037,"ratas, ratones y hamster"
"Pet Foods, S.A. de C.V.",5038-Monkey Diet,A-8003-038,primates del viejo mundo
"Pet Foods, S.A. de C.V.",56A7-Mazuri Small Bird Breeder,A-8003-040,alimento completo para pequeños psitacidos en etapa de reproduccion
"Pet Foods, S.A. de C.V.",5Mn2-Mazuri Exotic Canine Diet; 5M6C-Mazuri Insectivore Diet: 5M54-Mazuri Exotic Feline Diet-Small; 5M54-Maz Feline Diet; Mazuri Exotic Feline Diet; 5Mn2-Maz Exotic Canine Diet 15 Kg.,A-8003-046,alimento completo para carnivoros de zoologico
"Pet Foods, S.A. de C.V.","5Mg1 – Crocodilian Diet-Small, 5Mg2- Mazuri Cocodln Diet-33.3Lb",A-8003-047,cocodrilos
Pet Promotora de Extrusiones y Tecnología S.A. de C.V.,Xolo Cachorro,A-9462-025,sin dato
"Pet Promotora de Extrusiones y Tecnologia, S.A. de C.V.",Lideratto Cachorros Razas Pequeñas,A-9462-003,can
"Pet Promotora de Extrusiones y Tecnologia, S.A. de C.V.",Lideratto Cachorro,A-9462-004,can
"Pet Promotora de Extrusiones y Tecnologia, S.A. de C.V.",Lideratto Adulto Razas Pequeñas,A-9462-005,can
"Pet Promotora de Extrusiones y Tecnologia, S.A. de C.V.",Lideratto Adulto,A-9462-006,can
"Pet Promotora de Extrusiones y Tecnologia, S.A. de C.V.",Lideratto Senior Razas Pequeñas,A-9462-007,can
"Pet Promotora de Extrusiones y Tecnologia, S.A. de C.V.",Lideratto Senior,A-9462-008,can
"Pet Promotora de Extrusiones y Tecnologia, S.A. de C.V.",Xolo Adulto,A-9462-012,can
"Pet Promotora de Extrusiones y Tecnologia, S.A. de C.V.",Lideratto Gato Pate Con Pato,A-9462-017,fel
"Pet Promotora de Extrusiones y Tecnologia, S.A. de C.V.",Lideratto Gato Pate Con Pavo,A-9462-018,fel
"Pet Promotora de Extrusiones y Tecnologia, S.A. de C.V.",Lideratto Gato Pate Con Atun,A-9462-019,fel
"Pet Zoo Express, S.A. de C.V.",Adult Toy & Smal Breeds,A-1138-015,perros adultos
"Pet Zoo Express, S.A. de C.V.",Adult Medium & Large Breeds,A-1138-016,perros adultos
Pet´S Pharma de Mexico S.A. de C.V.,Lacty Pet Dog,A-7972-004,can
Pet´S Pharma de Mexico S.A. de C.V.,Lacty-Pet Cat,A-7972-005,fel
"Petgel, S.A. de C.V.",Lactopet,A-10289-001,can y fel
Petmmal S.A. de C.V.,Tortuguetas,A-11259-002,sin dato
"Petmmal, S.A. de C.V.",Iguanabits,A-11259-001,sin dato
"Pet'S ´Pharma de Mexico, S.A. de C.V.",Nutricovery Dog,A-7972-001,suplemento alimenticio para perro
"Pet'S ´Pharma de Mexico, S.A. de C.V.",Nutricovery Cat,A-7972-002,suplemento alimenticio para gato
"Pet'S ´Pharma de Mexico, S.A. de C.V.",Nutricovery Maintenance,A-7972-003,suplemento alimenticio para perro y gato
Pets Foods S.A. de C.V.,"5635 - Mazuri Omnivore Diet, 5Z90 - Mazuri Mini Pig Youth",A-8003-020,"omnivoros de zoologico: osos, jabalis, roedores, castores, marmotas, puerco espin, zorros, mapaches, cerdos vietnamitas."
"Pet'S Pharma de Mexico, S.A. de C.V.",Naturalvital Cat,A-7972-006,fel
"Pet'S Pharma de Mexico, S.A. de C.V.",Naturalvital Dog,A-7972-007,can
"Pets Supplies Group, S.A. de C.V.",Biscuits Dog Treats,A-7087-014,por (lechones)
Pets Table S.A de C.V.,Chicken Chase,A-10636-001,can
Pets Table S.A de C.V.,Tasty Piggy,A-10636-003,can
"Pets Table, S.A. de C.V.",Meat Festival,A-10636-002,alimento para perros
"Pets Table, S.A. de C.V.",Turkeylicious,A-10636-004,can
"Pharma Blend, S.A. de C.V.",Alquerfeed Antiox,A-7706-001,"ave, por"
"Pharma Blend, S.A. de C.V.",Alquerfeed Binmold,A-7706-002,"ave, por"
"Pharmadiet México, S. de R.L de C.V.",Lactadiet Gatos,A-10855-001,"fel, hurones"
"Pharmadiet Mexico, S. de R.L. de C.V.",Vetinmune,A-10855-004,can fel
"Pharmadiet Mexico, S. de R.L. de C.V.",Lactadiet Calostro,A-10855-012,bov
"Pharmadiet, S. de R.L. de C.V.",Plasmoral Digest Razas Grandes y Gigantes,A-10855-015,can y fel
"Pharmadiet, S. de R.L. de C.V.",Plasmoral Digest Razas Pequeñas y Medianas,A-10855-024,can y fel
"Pilgrim´S Operaciones Laguna, S. de R.L. de C.V.",Crecimiento Progenitora,A-0775-026,ave eng
"Pilgrim´S Operaciones Laguna, S. de R.L. de C.V.",Crecimiento Progenitora,A-0775-126,ave eng
"Pilgrim´S Pride, S. de R.L. de C.V",Macho Reproductor,A-7252-062,ave repr.
"Pilgrim´S Pride, S. de R.L. de C.V",Macho Reproductor,A-7252-162,ave repr.
"Pilgrim´S Pride, S. de R.L. de C.V.",Iniciador Pollo L,A-7252-091,ave eng
"Pilgrim´S Pride, S. de R.L. de C.V.",Desarrollo Pollo Blanco L,A-7252-092,ave eng
"Pilgrim´S Pride, S. de R.L. de C.V.",Terminador Pollo Blanco,A-7252-094,ave eng
"Pilgrim´S Pride, S. de R.L. de C.V.",Progenitora Línea Macho Fase 3,A-7252-175,sin dato
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.",Progenitora Fase 1,A- 0775-128 A-0775-028,aves
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.",Preiniciador,A-0775-001,aves (engorda)
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.",Engorda 3 Pigmentado,A-0775-003,aves (engorda)
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.",Iniciador Pollo A,A-0775-006,ave eng
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.",Desarrollo Pollo,A-0775-007,ave eng
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.","Engorda 2 ""P""",A-0775-009,aves (engorda)
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.",Iniciador Progenitora,A-0775-025,ave eng
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.",Progenitora Prepostura,A-0775-027,ave eng
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.",Macho Progenitor,"A-0775-034, A-0775-134",aves
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.",Iniciador Pollona,A-0775-114 A-0775-014,ave
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.",Iniciador Pollona,A-0775-114 A-0775-014,ave
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.",Iniciador Progenitora,A-0775-125,ave eng
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.",Progenitora Prepostura,A-0775-127,ave eng
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.",Progenitora Fse 2,A-0775-129/ A-0775-029,aves
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.",Progenitora Fase 3,A-0775-130,aves
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.",Progenitora Linea Macho Fase 1,A-0775-132 Y A-0775-032,aves
"Pilgrim'S Operaciones Laguna, S. de R.L. de C.V.",Progenitora Linea Macho Fase 2,A-0775-133 Y A-0775-033,aves
Pilgrims Pride S de R.L. de C.V.,Terminador Pollo C/Cocc 2,A-7252-0118,ave
Pilgrims Pride S de R.L. de C.V.,Pre-Iniciador Pollo 2,A-7252-014,ave
Pilgrims Pride S de R.L. de C.V.,Iniciador Pollo 2,A-7252-015,ave
Pilgrims Pride S de R.L. de C.V.,Desarrollo Pollo 2,A-7252-0169,ave
Pilgrims Pride S de R.L. de C.V.,Desarrollo Blanco 2,A-7252-017,ave
Pilgrims Pride S de R.L. de C.V.,Terminador Pollo 2,A-7252-019,ave
Pilgrims Pride S de R.L. de C.V.,Preiniciador L,A-7252-020,ave
Pilgrims Pride S de R.L. de C.V.,Iniciador L,A-7252-021,ave
Pilgrims Pride S de R.L. de C.V.,Desarrollo Pollo Blanco L,A-7252-022,ave
Pilgrims Pride S de R.L. de C.V.,Terminador Pollo Blanco L,A-7252-023,ave
"Pilgrim'S Pride, S de R.L. de C.V.",Desarrollo Blanco,A-7252-013,aves eng
"Pilgrim'S Pride, S. de R. L. de C. V.",Iniciador Progenitora,A-7252-065,ave reproductoras
"Pilgrim'S Pride, S. de R. L. de C. V.",Progenitora Prepostura,A-7252-067,ave reproductoras
"Pilgrim'S Pride, S. de R. L. de C. V.",Progenitora Fase 1,A-7252-068,ave reproductoras
"Pilgrim'S Pride, S. de R. L. de C. V.",Progenitora Fase 2,A-7252-069,ave reproductoras
"Pilgrim'S Pride, S. de R. L. de C. V.",Progenitora Fase 3,A-7252-070,ave reproductoras
"Pilgrim'S Pride, S. de R. L. de C. V.",Progenitora Linea Macho Fase 1,A-7252-072,ave reproductoras
"Pilgrim'S Pride, S. de R. L. de C. V.",Macho Progenitor,A-7252-074,ave reproductoras
"Pilgrim'S Pride, S. de R. L. de C. V.",Iniciador Progenitora,A-7252-165,ave reproductoras
"Pilgrim'S Pride, S. de R. L. de C. V.",Crecimiento Progenitora,A-7252-166,ave reproductoras
"Pilgrim'S Pride, S. de R. L. de C. V.",Progenitora Prepostura,A-7252-167,ave reproductoras
"Pilgrim'S Pride, S. de R. L. de C. V.",Progenitora Fase 1,A-7252-168,ave reproductoras
"Pilgrim'S Pride, S. de R. L. de C. V.",Progenitora Fase 2,A-7252-169,ave reproductoras
"Pilgrim'S Pride, S. de R. L. de C. V.",Progenitora Fase 3,A-7252-170,ave reproductoras
"Pilgrim'S Pride, S. de R. L. de C. V.",Progenitora Linea Macho Fase 1,A-7252-172,ave reproductoras
"Pilgrim'S Pride, S. de R. L. de C. V.",Macho Progenitor,A-7252-174,ave reproductoras
"Pilgrims Pride, S. de R.L. de C.V.",Desarrollo Pollo,A-7252-003,sin dato
"Pilgrims Pride, S. de R.L. de C.V.",Preiniciador,A-7252-050,pollo de engorda
"Pilgrims Pride, S. de R.L. de C.V.",Terminador Pollo C/Cocci,A-7252-051,pollo de engorda
"Pilgrims Pride, S. de R.L. de C.V.",Desarrollo Pollo,A-7252-053,pollo de engorda
"Pilgrims Pride, S. de R.L. de C.V.",Desarrollo Pollo Blanco,A-7252-055,pollo de engorda
"Pilgrims Pride, S. de R.L. de C.V.",Iniciador Pollona,A-7252-056,pollo de engorda
"Pilgrims Pride, S. de R.L. de C.V.",Crecimiento Pollona,A-7252-057,ave repro
"Pilgrims Pride, S. de R.L. de C.V.",Progenitora Linea Macho Fase 2,A-7252-073,ave reproductora (machos)
"Pilgrims Pride, S. de R.L. de C.V.",Pollo Crecimiento Extra 20%,A-7252-100,ave eng
"Pilgrims Pride, S. de R.L. de C.V.",Pollo Engorda Extra 18%,A-7252-101,ave eng
"Pilgrims Pride, S. de R.L. de C.V.",Pollo Inicio Ultra,A-7252-102,ave eng
"Pilgrims Pride, S. de R.L. de C.V.",Polo Crecimiento Ultra,A-7252-103,ave eng
"Pilgrims Pride, S. de R.L. de C.V.",Pollo Finalizador Ultra,A-7252-104,ave eng
"Pilgrims Pride, S. de R.L. de C.V.",Gallina Postura 16%,A-7252-105,ave post
"Pilgrims Pride, S. de R.L. de C.V.",Cerdos Crecimiento Extra,A-7252-106,por
"Pilgrims Pride, S. de R.L. de C.V.",Cerdo Engorda Extra,A-7252-107,por
"Pilgrims Pride, S. de R.L. de C.V.",Cerdos Crecimiento Extra (Harina),A-7252-108,por
"Pilgrims Pride, S. de R.L. de C.V.",Cerdo Engorda Extra (Harina),A-7252-109,por
"Pilgrims Pride, S. de R.L. de C.V.",Cerdo Inicio Ultra,A-7252-110,por
"Pilgrims Pride, S. de R.L. de C.V.",Cerdos Crecimiento Ultra,A-7252-111,por
"Pilgrims Pride, S. de R.L. de C.V.",Cerdo Finalizacion Ultra,A-7252-112,por
"Pilgrims Pride, S. de R.L. de C.V.",Crecimiento Pollona,A-7252-157,ave repro
"Pilgrims Pride, S. de R.L. de C.V.",Iniciador Pollo,A-7552-054,pollo de engorda
"Pilgrim'S Pride, S. de R.L. de C.V.",Iniciador Pollo A,A-7252-052,alimento balanceado medicado para aves de engorda
"Pilgrim'S Pride, S. de R.L. de C.V.",Iniciador Pollo Blanco,A-7252-054,alimento balanceado medicado con bacitracina para aves de engorda
"Pilgrim'S Pride, S. de R.L. de C.V.",Pre-Iniciador Pollo L,A-7252-090,ave eng
"Pilgrim'S Pride, S. de R.L. de C.V.",Terminador Pollo Blanco L,A-7252-093,ave
"Pilgrim'S Pride, S. de R.L. de C.V.",Terminador Pollo,A-7252-095,ave eng
"Pilgrim'S Pride, S. de R.L. de C.V.",Iniciador Pollo A,A-7252-152,alimento balanceado para aves de engorda
"Pilgrim'S Pride, S. de R.L. de C.V.",Iniciador Pollo Blanco,A-7252-154,alimento balanceado para aves de engorda
"Pisa Agropecuaria, S.A. de C.V.",Nutribalance Premix,A-7833-386,ave eng; por; bov dp;ovi dp; cap dp; equ
"Pisa Agropecuaria, S.A. de C.V.",Alamyl Z,A-7833-390,"bov, ovi, aves y cer"
